scheme_code,date,nav
119242,2020-12-02,59.692
119242,2020-12-03,59.896
119242,2020-12-04,60.543
119242,2020-12-07,61.062
119242,2020-12-08,61.08
119242,2020-12-09,61.432
119242,2020-12-10,61.144
119242,2020-12-11,61.381
119242,2020-12-14,61.778
119242,2020-12-15,61.763
119242,2020-12-16,62.223
119242,2020-12-17,62.239
119242,2020-12-18,62.38
119242,2020-12-21,60.093
119242,2020-12-22,60.765
119242,2020-12-23,61.626
119242,2020-12-24,62.191
119242,2020-12-28,62.777
119242,2020-12-29,62.979
119242,2020-12-30,63.072
119242,2020-12-31,63.193
119242,2021-01-01,63.418
119242,2021-01-04,64.216
119242,2021-01-05,64.652
119242,2021-01-06,64.962
119242,2021-01-07,65.285
119242,2021-01-08,65.987
119242,2021-01-11,66.453
119242,2021-01-12,66.807
119242,2021-01-13,67.109
119242,2021-01-14,67.172
119242,2021-01-15,66.423
119242,2021-01-18,65.295
119242,2021-01-19,66.266
119242,2021-01-20,66.542
119242,2021-01-21,66.048
119242,2021-01-22,65.197
119242,2021-01-25,65.006
119242,2021-01-27,63.953
119242,2021-01-28,63.705
119242,2021-01-29,63.148
119242,2021-02-01,65.718
119242,2021-02-02,67.129
119242,2021-02-03,67.951
119242,2021-02-04,68.583
119242,2021-02-05,68.523
119242,2021-02-08,69.534
119242,2021-02-09,69.629
119242,2021-02-10,69.578
119242,2021-02-11,69.915
119242,2021-02-12,69.952
119242,2021-02-15,70.695
119242,2021-02-16,70.587
119242,2021-02-17,70.422
119242,2021-02-18,70.631
119242,2021-02-19,69.728
119242,2021-02-22,68.621
119242,2021-02-23,69.168
119242,2021-02-24,70.148
119242,2021-02-25,70.927
119242,2021-02-26,68.908
119242,2021-03-01,69.639
119242,2021-03-02,70.333
119242,2021-03-03,71.662
119242,2021-03-04,71.429
119242,2021-03-05,70.568
119242,2021-03-08,70.723
119242,2021-03-09,70.727
119242,2021-03-10,71.211
119242,2021-03-12,70.75
119242,2021-03-15,70.369
119242,2021-03-16,70.26
119242,2021-03-17,69.028
119242,2021-03-18,68.22
119242,2021-03-19,68.917
119242,2021-03-22,69.155
119242,2021-03-23,69.557
119242,2021-03-24,68.365
119242,2021-03-25,67.558
119242,2021-03-26,68.638
119242,2021-03-30,69.956
119242,2021-03-31,69.785
119242,2021-04-01,70.721
119242,2021-04-05,69.821
119242,2021-04-06,69.898
119242,2021-04-07,70.722
119242,2021-04-08,71.107
119242,2021-04-09,70.954
119242,2021-04-12,68.336
119242,2021-04-13,69.21
119242,2021-04-15,69.591
119242,2021-04-16,69.874
119242,2021-04-19,68.735
119242,2021-04-20,68.618
119242,2021-04-22,69.058
119242,2021-04-23,68.879
119242,2021-04-26,69.694
119242,2021-04-27,70.562
119242,2021-04-28,71.293
119242,2021-04-29,71.547
119242,2021-04-30,70.979
119242,2021-05-03,71.204
119242,2021-05-04,70.801
119242,2021-05-05,71.546
119242,2021-05-06,72.078
119242,2021-05-07,72.558
119242,2021-05-10,73.203
119242,2021-05-11,73.4
119242,2021-05-12,72.775
119242,2021-05-14,72.213
119242,2021-05-17,73.371
119242,2021-05-18,74.274
119242,2021-05-19,74.143
119242,2021-05-20,73.705
119242,2021-05-21,74.932
119242,2021-05-24,75.473
119242,2021-05-25,75.615
119242,2021-05-26,75.884
119242,2021-05-27,76.057
119242,2021-05-28,75.739
119242,2021-05-31,76.418
119242,2021-06-01,76.181
119242,2021-06-02,76.573
119242,2021-06-03,77.257
119242,2021-06-04,77.407
119242,2021-06-07,77.876
119242,2021-06-08,77.926
119242,2021-06-09,77.399
119242,2021-06-10,78.147
119242,2021-06-11,78.196
119242,2021-06-14,78.056
119242,2021-06-15,78.632
119242,2021-06-16,78.261
119242,2021-06-17,77.764
119242,2021-06-18,77.479
119242,2021-06-21,77.787
119242,2021-06-22,77.988
119242,2021-06-23,77.73
119242,2021-06-24,78.231
119242,2021-06-25,79.117
119242,2021-06-28,79.203
119242,2021-06-29,78.822
119242,2021-06-30,78.839
119242,2021-07-01,78.763
119242,2021-07-02,78.965
119242,2021-07-05,79.425
119242,2021-07-06,79.56
119242,2021-07-07,80.074
119242,2021-07-08,79.431
119242,2021-07-09,79.72
119242,2021-07-12,80.111
119242,2021-07-13,80.757
119242,2021-07-14,81.077
119242,2021-07-15,81.343
119242,2021-07-16,81.416
119242,2021-07-19,80.877
119242,2021-07-20,79.983
119242,2021-07-22,81.11
119242,2021-07-23,81.559
119242,2021-07-26,81.879
119242,2021-07-27,81.78
119242,2021-07-28,81.859
119242,2021-07-29,82.579
119242,2021-07-30,82.396
119242,2021-08-02,82.946
119242,2021-08-03,83.672
119242,2021-08-04,83.982
119242,2021-08-05,83.812
119242,2021-08-06,83.669
119242,2021-08-09,83.484
119242,2021-08-10,83.069
119242,2021-08-11,82.946
119242,2021-08-12,83.55
119242,2021-08-13,84.064
119242,2021-08-16,84.049
119242,2021-08-17,84.2
119242,2021-08-18,83.932
119242,2021-08-20,82.436
119242,2021-08-23,82.367
119242,2021-08-24,83.402
119242,2021-08-25,83.236
119242,2021-08-26,83.103
119242,2021-08-27,83.633
119242,2021-08-30,85.024
119242,2021-08-31,86.051
119242,2021-09-01,86.097
119242,2021-09-02,86.716
119242,2021-09-03,86.813
119242,2021-09-06,86.861
119242,2021-09-07,86.617
119242,2021-09-08,86.981
119242,2021-09-09,87.0
119242,2021-09-13,87.192
119242,2021-09-14,87.395
119242,2021-09-15,88.129
119242,2021-09-16,88.404
119242,2021-09-17,87.88
119242,2021-09-20,86.458
119242,2021-09-21,86.847
119242,2021-09-22,86.854
119242,2021-09-23,88.14
119242,2021-09-24,88.153
119242,2021-09-27,88.159
119242,2021-09-28,87.415
119242,2021-09-29,87.564
119242,2021-09-30,87.273
119242,2021-10-01,87.224
119242,2021-10-04,88.218
119242,2021-10-05,88.63
119242,2021-10-06,87.728
119242,2021-10-07,88.534
119242,2021-10-08,88.761
119242,2021-10-11,89.224
119242,2021-10-12,89.381
119242,2021-10-13,89.807
119242,2021-10-14,90.476
119242,2021-10-18,91.297
119242,2021-10-19,90.572
119242,2021-10-20,89.683
119242,2021-10-21,89.493
119242,2021-10-22,89.233
119242,2021-10-25,89.266
119242,2021-10-26,90.172
119242,2021-10-27,90.091
119242,2021-10-28,88.449
119242,2021-10-29,88.021
119242,2021-11-01,89.247
119242,2021-11-02,89.38
119242,2021-11-03,89.319
119242,2021-11-08,90.774
119242,2021-11-09,90.839
119242,2021-11-10,90.615
119242,2021-11-11,89.772
119242,2021-11-12,90.58
119242,2021-11-15,90.32
119242,2021-11-16,89.865
119242,2021-11-17,89.336
119242,2021-11-18,88.243
119242,2021-11-22,86.336
119242,2021-11-23,87.092
119242,2021-11-24,87.088
119242,2021-11-25,87.283
119242,2021-11-26,84.642
119242,2021-11-29,84.159
119242,2021-11-30,84.611
119242,2021-12-01,85.25
119242,2021-12-02,86.08
119242,2021-12-03,85.905
119242,2021-12-06,84.556
119242,2021-12-07,85.742
119242,2021-12-08,87.058
119242,2021-12-09,87.042
119242,2021-12-10,87.085
119242,2021-12-13,86.649
119242,2021-12-14,86.695
119242,2021-12-15,86.325
119242,2021-12-16,86.041
119242,2021-12-17,84.709
119242,2021-12-20,82.442
119242,2021-12-21,83.347
119242,2021-12-22,84.18
119242,2021-12-23,84.858
119242,2021-12-24,84.348
119242,2021-12-27,84.679
119242,2021-12-28,85.514
119242,2021-12-29,85.49
119242,2021-12-30,85.471
119242,2021-12-31,86.201
119242,2022-01-03,87.434
119242,2022-01-04,88.114
119242,2022-01-05,88.703
119242,2022-01-06,88.3
119242,2022-01-07,88.54
119242,2022-01-10,89.634
119242,2022-01-11,89.579
119242,2022-01-12,90.624
119242,2022-01-13,90.868
119242,2022-01-14,91.015
119242,2022-01-17,91.087
119242,2022-01-18,90.098
119242,2022-01-19,89.65
119242,2022-01-20,89.294
119242,2022-01-21,87.964
119242,2022-01-24,85.644
119242,2022-01-25,86.706
119242,2022-01-27,86.433
119242,2022-01-28,86.627
119242,2022-01-31,87.826
119242,2022-02-01,88.74
119242,2022-02-02,89.694
119242,2022-02-03,88.932
119242,2022-02-04,88.676
119242,2022-02-07,87.457
119242,2022-02-08,87.318
119242,2022-02-09,88.283
119242,2022-02-10,88.852
119242,2022-02-11,87.409
119242,2022-02-14,84.274
119242,2022-02-15,86.499
119242,2022-02-16,86.4
119242,2022-02-17,85.757
119242,2022-02-18,85.572
119242,2022-02-21,85.259
119242,2022-02-22,84.439
119242,2022-02-23,84.749
119242,2022-02-24,80.664
119242,2022-02-25,82.89
119242,2022-02-28,83.382
119242,2022-03-02,82.531
119242,2022-03-03,81.928
119242,2022-03-04,80.843
119242,2022-03-07,78.981
119242,2022-03-08,80.123
119242,2022-03-09,81.2
119242,2022-03-10,82.108
119242,2022-03-11,82.595
119242,2022-03-14,83.615
119242,2022-03-15,82.83
119242,2022-03-16,84.287
119242,2022-03-17,85.413
119242,2022-03-21,84.766
119242,2022-03-22,85.308
119242,2022-03-23,85.049
119242,2022-03-24,84.998
119242,2022-03-25,84.701
119242,2022-03-28,84.939
119242,2022-03-29,85.349
119242,2022-03-30,85.983
119242,2022-03-31,86.225
119242,2022-04-01,87.26
119242,2022-04-04,88.77
119242,2022-04-05,88.704
119242,2022-04-06,88.25
119242,2022-04-07,88.09
119242,2022-04-08,88.769
119242,2022-04-11,88.706
119242,2022-04-12,88.148
119242,2022-04-13,88.076
119242,2022-04-18,87.167
119242,2022-04-19,86.04
119242,2022-04-20,86.379
119242,2022-04-21,87.306
119242,2022-04-22,86.281
119242,2022-04-25,85.124
119242,2022-04-26,86.018
119242,2022-04-27,85.313
119242,2022-04-28,86.406
119242,2022-04-29,85.402
119242,2022-05-02,85.29
119242,2022-05-04,83.49
119242,2022-05-05,83.556
119242,2022-05-06,82.252
119242,2022-05-09,81.677
119242,2022-05-10,81.073
119242,2022-05-11,80.86
119242,2022-05-12,79.35
119242,2022-05-13,78.711
119242,2022-05-16,79.381
119242,2022-05-17,81.106
119242,2022-05-18,81.027
119242,2022-05-19,79.023
119242,2022-05-20,80.743
119242,2022-05-23,80.554
119242,2022-05-24,80.068
119242,2022-05-25,79.346
119242,2022-05-26,80.297
119242,2022-05-27,81.042
119242,2022-05-30,82.359
119242,2022-05-31,82.541
119242,2022-06-01,82.307
119242,2022-06-02,82.576
119242,2022-06-03,81.767
119242,2022-06-06,81.704
119242,2022-06-07,81.053
119242,2022-06-08,80.963
119242,2022-06-09,81.322
119242,2022-06-10,80.577
119242,2022-06-13,78.447
119242,2022-06-14,78.345
119242,2022-06-15,78.412
119242,2022-06-16,76.658
119242,2022-06-17,76.055
119242,2022-06-20,75.71
119242,2022-06-21,77.166
119242,2022-06-22,76.281
119242,2022-06-23,77.27
119242,2022-06-24,78.025
119242,2022-06-27,78.996
119242,2022-06-28,79.021
119242,2022-06-29,78.733
119242,2022-06-30,78.648
119242,2022-07-01,78.952
119242,2022-07-04,79.481
119242,2022-07-05,79.528
119242,2022-07-06,80.511
119242,2022-07-07,81.383
119242,2022-07-08,81.857
119242,2022-07-11,82.09
119242,2022-07-12,81.463
119242,2022-07-13,81.28
119242,2022-07-14,81.165
119242,2022-07-15,81.471
119242,2022-07-18,82.592
119242,2022-07-19,82.988
119242,2022-07-20,83.59
119242,2022-07-21,83.939
119242,2022-07-22,84.414
119242,2022-07-25,84.275
119242,2022-07-26,83.478
119242,2022-07-27,84.398
119242,2022-07-28,85.182
119242,2022-07-29,86.103
119242,2022-08-01,86.998
119242,2022-08-02,86.87
119242,2022-08-03,86.675
119242,2022-08-04,86.69
119242,2022-08-05,86.724
119242,2022-08-08,86.986
119242,2022-08-10,87.006
119242,2022-08-11,87.658
119242,2022-08-12,88.071
119242,2022-08-16,88.816
119242,2022-08-17,89.412
119242,2022-08-18,89.229
119242,2022-08-19,88.347
119242,2022-08-22,86.88
119242,2022-08-23,87.46
119242,2022-08-24,87.683
119242,2022-08-25,87.588
119242,2022-08-26,87.976
119242,2022-08-29,86.869
119242,2022-08-30,88.588
119242,2022-09-01,88.192
119242,2022-09-02,88.005
119242,2022-09-05,88.547
119242,2022-09-06,88.724
119242,2022-09-07,88.968
119242,2022-09-08,89.837
119242,2022-09-09,90.154
119242,2022-09-12,90.852
119242,2022-09-13,91.336
119242,2022-09-14,91.174
119242,2022-09-15,90.728
119242,2022-09-16,88.861
119242,2022-09-19,89.068
119242,2022-09-20,90.357
119242,2022-09-21,89.691
119242,2022-09-22,89.332
119242,2022-09-23,87.604
119242,2022-09-26,85.884
119242,2022-09-27,85.818
119242,2022-09-28,85.352
119242,2022-09-29,85.514
119242,2022-09-30,86.75
119242,2022-10-03,85.846
119242,2022-10-04,87.302
119242,2022-10-06,87.737
119242,2022-10-07,87.446
119242,2022-10-10,87.086
119242,2022-10-11,85.937
119242,2022-10-12,86.424
119242,2022-10-13,85.789
119242,2022-10-14,86.371
119242,2022-10-17,87.103
119242,2022-10-18,87.889
119242,2022-10-19,87.783
119242,2022-10-20,88.008
119242,2022-10-21,88.367
119242,2022-10-25,89.305
119242,2022-10-27,89.898
119242,2022-10-28,89.365
119242,2022-10-31,90.35
119242,2022-11-01,91.032
119242,2022-11-02,90.656
119242,2022-11-03,90.556
119242,2022-11-04,90.312
119242,2022-11-07,90.897
119242,2022-11-09,90.598
119242,2022-11-10,90.161
119242,2022-11-11,90.943
119242,2022-11-14,90.899
119242,2022-11-15,91.458
119242,2022-11-16,91.439
119242,2022-11-17,90.99
119242,2022-11-18,90.724
119242,2022-11-21,90.336
119242,2022-11-22,90.553
119242,2022-11-23,90.839
119242,2022-11-24,91.856
119242,2022-11-25,92.187
119242,2022-11-28,92.424
119242,2022-11-29,92.746
119242,2022-11-30,93.319
119242,2022-12-01,93.579
119242,2022-12-02,93.411
119242,2022-12-05,93.485
119242,2022-12-06,92.906
119242,2022-12-07,92.71
119242,2022-12-08,93.252
119242,2022-12-09,92.625
119242,2022-12-12,92.912
119242,2022-12-13,93.291
119242,2022-12-14,93.647
119242,2022-12-15,92.76
119242,2022-12-16,91.803
119242,2022-12-19,92.205
119242,2022-12-20,91.992
119242,2022-12-21,90.956
119242,2022-12-22,90.454
119242,2022-12-23,88.675
119242,2022-12-26,90.145
119242,2022-12-27,90.691
119242,2022-12-28,90.703
119242,2022-12-29,91.22
119242,2022-12-30,90.952
119242,2023-01-02,91.538
119242,2023-01-03,91.887
119242,2023-01-04,91.046
119242,2023-01-05,91.148
119242,2023-01-06,90.55
119242,2023-01-09,91.643
119242,2023-01-10,90.931
119242,2023-01-11,90.885
119242,2023-01-12,90.96
119242,2023-01-13,91.304
119242,2023-01-16,91.072
119242,2023-01-17,91.206
119242,2023-01-18,91.586
119242,2023-01-19,91.538
119242,2023-01-20,91.121
119242,2023-01-23,91.617
119242,2023-01-24,91.413
119242,2023-01-25,90.03
119242,2023-01-27,88.592
119242,2023-01-30,88.707
119242,2023-01-31,89.476
119242,2023-02-01,88.631
119242,2023-02-02,88.782
119242,2023-02-03,89.7
119242,2023-02-06,89.657
119242,2023-02-07,89.471
119242,2023-02-08,90.032
119242,2023-02-09,90.048
119242,2023-02-10,90.049
119242,2023-02-13,89.369
119242,2023-02-14,89.701
119242,2023-02-15,90.055
119242,2023-02-16,90.177
119242,2023-02-17,89.635
119242,2023-02-20,89.405
119242,2023-02-21,89.24
119242,2023-02-22,88.209
119242,2023-02-23,88.239
119242,2023-02-24,88.231
119242,2023-02-27,87.916
119242,2023-02-28,87.682
119242,2023-03-01,88.483
119242,2023-03-02,87.919
119242,2023-03-03,89.035
119242,2023-03-06,89.738
119242,2023-03-08,89.834
119242,2023-03-09,89.21
119242,2023-03-10,88.465
119242,2023-03-13,87.043
119242,2023-03-14,86.429
119242,2023-03-15,86.134
119242,2023-03-16,86.064
119242,2023-03-17,86.647
119242,2023-03-20,85.961
119242,2023-03-21,86.267
119242,2023-03-22,86.547
119242,2023-03-23,86.29
119242,2023-03-24,85.589
119242,2023-03-27,85.463
119242,2023-03-28,85.09
119242,2023-03-29,85.866
119242,2023-03-31,87.186
119242,2023-04-03,87.477
119242,2023-04-05,87.863
119242,2023-04-06,88.237
119242,2023-04-10,88.438
119242,2023-04-11,88.749
119242,2023-04-12,89.146
119242,2023-04-13,89.288
119242,2023-04-17,88.827
119242,2023-04-18,88.994
119242,2023-04-19,88.527
119242,2023-04-20,88.581
119242,2023-04-21,88.375
119242,2023-04-24,88.863
119242,2023-04-25,88.768
119242,2023-04-26,89.101
119242,2023-04-27,89.469
119242,2023-04-28,89.983
119242,2023-05-02,90.592
119242,2023-05-03,90.48
119242,2023-05-04,91.279
119242,2023-05-05,90.346
119242,2023-05-08,91.489
119242,2023-05-09,91.436
119242,2023-05-10,91.792
119242,2023-05-11,92.131
119242,2023-05-12,92.137
119242,2023-05-15,92.672
119242,2023-05-16,92.533
119242,2023-05-17,92.068
119242,2023-05-18,91.645
119242,2023-05-19,92.08
119242,2023-05-22,92.49
119242,2023-05-23,92.602
119242,2023-05-24,92.439
119242,2023-05-25,92.541
119242,2023-05-26,93.259
119242,2023-05-29,93.695
119242,2023-05-30,93.894
119242,2023-05-31,93.654
119242,2023-06-01,93.636
119242,2023-06-02,94.038
119242,2023-06-05,94.465
119242,2023-06-06,94.507
119242,2023-06-07,95.073
119242,2023-06-08,94.484
119242,2023-06-09,94.165
119242,2023-06-12,94.838
119242,2023-06-13,95.342
119242,2023-06-14,95.402
119242,2023-06-15,95.143
119242,2023-06-16,95.879
119242,2023-06-19,95.644
119242,2023-06-20,95.935
119242,2023-06-21,96.267
119242,2023-06-22,95.752
119242,2023-06-23,94.995
119242,2023-06-26,95.504
119242,2023-06-27,96.089
119242,2023-06-28,96.624
119242,2023-06-30,97.716
119242,2023-07-03,98.188
119242,2023-07-04,98.455
119242,2023-07-05,98.891
119242,2023-07-06,99.646
119242,2023-07-07,98.935
119242,2023-07-10,98.698
119242,2023-07-11,99.055
119242,2023-07-12,99.037
119242,2023-07-13,98.984
119242,2023-07-14,99.726
119242,2023-07-17,100.291
119242,2023-07-18,100.295
119242,2023-07-19,100.743
119242,2023-07-20,101.302
119242,2023-07-21,100.695
119242,2023-07-24,100.807
119242,2023-07-25,101.279
119242,2023-07-26,101.705
119242,2023-07-27,101.626
119242,2023-07-28,101.62
119242,2023-07-31,102.532
119242,2023-08-01,102.865
119242,2023-08-02,101.545
119242,2023-08-03,101.093
119242,2023-08-04,101.758
119242,2023-08-07,102.325
119242,2023-08-08,102.536
119242,2023-08-09,103.064
119242,2023-08-10,102.575
119242,2023-08-11,102.268
119242,2023-08-14,101.755
119242,2023-08-16,102.013
119242,2023-08-17,101.81
119242,2023-08-18,101.693
119242,2023-08-21,102.225
119242,2023-08-22,102.617
119242,2023-08-23,102.9
119242,2023-08-24,103.175
119242,2023-08-25,102.591
119242,2023-08-28,103.111
119242,2023-08-29,103.555
119242,2023-08-30,103.579
119242,2023-08-31,103.395
119242,2023-09-01,104.384
119242,2023-09-04,105.04
119242,2023-09-05,105.201
119242,2023-09-06,105.182
119242,2023-09-07,105.617
119242,2023-09-08,106.436
119242,2023-09-11,107.38
119242,2023-09-12,105.924
119242,2023-09-13,106.365
119242,2023-09-14,106.871
119242,2023-09-15,107.371
119242,2023-09-18,107.248
119242,2023-09-20,106.468
119242,2023-09-21,105.386
119242,2023-09-22,105.161
119242,2023-09-25,105.126
119242,2023-09-26,105.046
119242,2023-09-27,105.428
119242,2023-09-29,105.617
119242,2023-10-03,105.192
119242,2023-10-04,104.161
119242,2023-10-05,104.487
119242,2023-10-06,105.076
119242,2023-10-09,104.028
119242,2023-10-10,105.179
119242,2023-10-11,105.678
119242,2023-10-12,105.795
119242,2023-10-13,105.607
119242,2023-10-16,105.775
119242,2023-10-17,106.171
119242,2023-10-18,105.576
119242,2023-10-19,105.319
119242,2023-10-20,104.488
119242,2023-10-23,102.764
119242,2023-10-25,102.117
119242,2023-10-26,100.937
119242,2023-10-27,102.132
119242,2023-10-30,102.199
119242,2023-10-31,102.184
119242,2023-11-01,101.664
119242,2023-11-02,102.662
119242,2023-11-03,103.275
119242,2023-11-06,104.13
119242,2023-11-07,104.457
119242,2023-11-08,104.792
119242,2023-11-09,104.859
119242,2023-11-10,105.131
119242,2023-11-13,105.523
119242,2023-11-15,106.828
119242,2023-11-16,107.41
119242,2023-11-17,107.135
119242,2023-11-20,107.068
119242,2023-11-21,107.289
119242,2023-11-22,107.383
119242,2023-11-23,107.491
119242,2023-11-24,107.59
119242,2023-11-28,108.373
119242,2023-11-29,109.596
119242,2023-11-30,110.435
119242,2023-12-01,111.477
119242,2023-12-04,113.499
119242,2023-12-05,114.244
119242,2023-12-06,114.424
119242,2023-12-07,114.482
119242,2023-12-08,114.794
119242,2023-12-11,115.241
119242,2023-12-12,115.125
119242,2023-12-13,115.987
119242,2023-12-14,117.273
119242,2023-12-15,118.095
119242,2023-12-18,118.073
119242,2023-12-19,118.076
119242,2023-12-20,115.346
119242,2023-12-21,115.966
119242,2023-12-22,116.59
119242,2023-12-26,117.377
119242,2023-12-27,117.894
119242,2023-12-28,119.06
119242,2023-12-29,119.316
119242,2024-01-01,119.822
119242,2024-01-02,119.405
119242,2024-01-03,119.002
119242,2024-01-04,120.038
119242,2024-01-05,120.325
119242,2024-01-08,119.301
119242,2024-01-09,119.511
119242,2024-01-10,119.495
119242,2024-01-11,119.841
119242,2024-01-12,120.756
119242,2024-01-15,121.717
119242,2024-01-16,121.287
119242,2024-01-17,119.081
119242,2024-01-18,118.826
119242,2024-01-19,120.191
119242,2024-01-23,117.836
119242,2024-01-24,119.632
119242,2024-01-25,119.117
119242,2024-01-29,120.837
119242,2024-01-30,120.187
119242,2024-01-31,121.708
119242,2024-02-01,121.649
119242,2024-02-02,122.351
119242,2024-02-05,122.662
119242,2024-02-06,123.975
119242,2024-02-07,124.269
119242,2024-02-08,123.747
119242,2024-02-09,123.231
119242,2024-02-12,121.357
119242,2024-02-13,121.86
119242,2024-02-14,122.925
119242,2024-02-15,124.077
119242,2024-02-16,124.872
119242,2024-02-19,125.394
119242,2024-02-20,125.772
119242,2024-02-21,124.98
119242,2024-02-22,125.688
119242,2024-02-23,125.739
119242,2024-02-26,125.451
119242,2024-02-27,125.309
119242,2024-02-28,124.151
119242,2024-02-29,124.663
119242,2024-03-01,126.385
119242,2024-03-04,126.965
119242,2024-03-05,126.617
119242,2024-03-06,126.258
119242,2024-03-07,126.329
119242,2024-03-11,125.389
119242,2024-03-12,124.77
119242,2024-03-13,121.581
119242,2024-03-14,122.699
119242,2024-03-15,121.416
119242,2024-03-18,121.268
119242,2024-03-19,119.87
119242,2024-03-20,119.873
119242,2024-03-21,121.557
119242,2024-03-22,122.195
119242,2024-03-26,122.369
119242,2024-03-27,122.334
119242,2024-03-28,123.474
119242,2024-03-31,123.468
119242,2024-04-01,124.946
119242,2024-04-02,125.499
119242,2024-04-03,125.906
119242,2024-04-04,126.341
119242,2024-04-05,126.861
119242,2024-04-08,127.72
119242,2024-04-09,127.856
119242,2024-04-10,128.59
119242,2024-04-12,127.658
119242,2024-04-15,126.39
119242,2024-04-16,126.22
119242,2024-04-18,125.668
119242,2024-04-19,126.234
119242,2024-04-22,127.31
119242,2024-04-23,127.556
119242,2024-04-24,128.05
119242,2024-04-25,129.347
119242,2024-04-26,129.261
119242,2024-04-29,130.324
119242,2024-04-30,130.74
119242,2024-05-02,131.432
119242,2024-05-03,130.954
119242,2024-05-06,129.989
119242,2024-05-07,128.912
119242,2024-05-08,129.614
119242,2024-05-09,127.52
119242,2024-05-10,128.35
119242,2024-05-13,128.298
119242,2024-05-14,129.259
119242,2024-05-15,129.913
119242,2024-05-16,131.03
119242,2024-05-17,132.414
119242,2024-05-21,133.051
119242,2024-05-22,133.203
119242,2024-05-23,134.729
119242,2024-05-24,135.431
119242,2024-05-27,135.942
119242,2024-05-28,135.672
119242,2024-05-29,135.009
119242,2024-05-30,133.983
119242,2024-05-31,133.983
119242,2024-06-03,138.684
119242,2024-06-04,128.691
119242,2024-06-05,133.628
119242,2024-06-06,135.634
119242,2024-06-07,138.237
119242,2024-06-10,138.835
119242,2024-06-11,139.157
119242,2024-06-12,139.901
119242,2024-06-13,140.592
119242,2024-06-14,141.63
119242,2024-06-18,142.507
119242,2024-06-19,142.208
119242,2024-06-20,142.541
119242,2024-06-21,142.155
119242,2024-06-24,142.449
119242,2024-06-25,143.346
119242,2024-06-26,143.751
119242,2024-06-27,144.555
119242,2024-06-28,144.366
119242,2024-07-01,145.825
119242,2024-07-02,145.585
119242,2024-07-03,147.127
119242,2024-07-04,147.605
119242,2024-07-05,147.971
119242,2024-07-08,148.015
119242,2024-07-09,148.646
119242,2024-07-10,148.147
119242,2024-07-11,148.641
119242,2024-07-12,149.147
119242,2024-07-15,150.204
119242,2024-07-16,150.515
119242,2024-07-18,150.957
119242,2024-07-19,148.493
119242,2024-07-22,149.531
119242,2024-07-23,148.935
119242,2024-07-24,149.256
119242,2024-07-25,149.645
119242,2024-07-26,152.041
119242,2024-07-29,152.55
119242,2024-07-30,152.992
119242,2024-07-31,153.755
119242,2024-08-01,153.447
119242,2024-08-02,151.671
119242,2024-08-05,146.983
119242,2024-08-06,146.373
119242,2024-08-07,149.082
119242,2024-08-08,148.49
119242,2024-08-09,149.711
119242,2024-08-12,149.987
119242,2024-08-13,148.218
119242,2024-08-14,148.016
119242,2024-08-16,150.503
119242,2024-08-19,150.657
119242,2024-08-20,151.696
119242,2024-08-21,152.426
119242,2024-08-22,152.782
119242,2024-08-23,152.742
119242,2024-08-26,154.01
119242,2024-08-27,154.702
119242,2024-08-28,154.855
119242,2024-08-29,155.155
119242,2024-08-30,156.362
119242,2024-09-02,156.146
119242,2024-09-03,156.756
119242,2024-09-04,156.394
119242,2024-09-05,156.947
119242,2024-09-06,155.08
119242,2024-09-09,155.278
119242,2024-09-10,155.798
119242,2024-09-11,154.861
119242,2024-09-12,157.191
119242,2024-09-13,157.229
119242,2024-09-16,157.045
119242,2024-09-17,157.239
119242,2024-09-18,157.194
119242,2024-09-19,156.469
119242,2024-09-20,157.929
119242,2024-09-23,159.567
119242,2024-09-24,159.459
119242,2024-09-25,159.433
119242,2024-09-26,160.068
119242,2024-09-27,160.287
119242,2024-09-30,159.269
119242,2024-10-01,159.601
119242,2024-10-03,156.317
119242,2024-10-04,155.046
119242,2024-10-07,152.706
119242,2024-10-08,154.577
119242,2024-10-09,155.434
119242,2024-10-10,155.627
119242,2024-10-11,155.648
119242,2024-10-14,156.573
119242,2024-10-15,156.646
119242,2024-10-16,156.197
119242,2024-10-17,154.497
119242,2024-10-18,155.269
119242,2024-10-21,153.966
119242,2024-10-22,151.396
119242,2024-10-23,151.533
119242,2024-10-24,151.354
119242,2024-10-25,149.519
119242,2024-10-28,150.557
119242,2024-10-29,151.821
119242,2024-10-30,150.934
119242,2024-10-31,151.065
119242,2024-11-04,150.17
119242,2024-11-05,151.664
119242,2024-11-06,153.359
119242,2024-11-07,151.952
119242,2024-11-08,150.846
119242,2024-11-11,150.625
119242,2024-11-12,148.848
119242,2024-11-13,146.437
119242,2024-11-14,146.443
119242,2024-11-18,146.195
119242,2024-11-19,146.853
119242,2024-11-21,145.847
119242,2024-11-22,148.418
119242,2024-11-25,150.894
119242,2024-11-26,150.573
119242,2024-11-27,151.112
119242,2024-11-28,149.963
119242,2024-11-29,151.124
119242,2024-12-02,151.511
119242,2024-12-03,152.942
119242,2024-12-04,153.732
119242,2024-12-05,154.674
119242,2024-12-06,155.048
119242,2024-12-09,154.781
119242,2024-12-10,155.427
119242,2024-12-11,155.354
119242,2024-12-12,154.419
119242,2024-12-13,155.092
119242,2024-12-16,154.986
119242,2024-12-17,153.076
119242,2024-12-18,151.798
119242,2024-12-19,150.986
119242,2024-12-20,148.504
